Protein_1	Protein_2
eccA3	Rv0420c
eccA3	Rv0421c
eccA3	thiC
eccA3	Rv0434
eccA3	Rv0435c
eccA3	rskA
eccA3	sigK
eccA3	Rv0448c
eccA3	echA2
eccA3	Rv0458
eccA3	Rv0459
eccA3	Rv0460
eccA3	Rv0461
eccA3	Rv0463
eccA3	Rv0472c
eccA3	hbhA
eccA3	Rv0477
eccA3	Rv0479c
eccA3	Rv0480c
eccA3	Rv0484c
eccA3	senX3
eccA3	Rv0497
eccA3	hemC
eccA3	Rv0516c
eccA3	Rv0525
eccA3	Rv0535
eccA3	Rv0541c
eccA3	fadD8
eccA3	mgtA
eccA3	grcC1
eccA3	htpX
eccA3	Rv0566c
eccA3	cyp135B1
eccA3	Rv0575c
eccA3	Rv0576
eccA3	Rv0580c
eccA3	lpqN
eccA3	mce2C
eccA3	mce2D
eccA3	Rv0600c
eccA3	galK
eccA3	echA3
eccA3	nusG
eccA3	Rv0658c
eccA3	rpoB
eccA3	Rv0669c
eccA3	lpqP
eccA3	echA4
eccA3	Rv0686
eccA3	Rv0695
eccA3	Rv0697
eccA3	atsA
eccA3	Rv0712
eccA3	Rv0713
eccA3	Rv0725c
eccA3	Rv0726c
eccA3	fucA
eccA3	Rv0731c
eccA3	Rv0738
eccA3	mmsB
eccA3	Rv0756c
eccA3	Rv0791c
eccA3	Rv0825c
eccA3	kmtR
eccA3	Rv0830
eccA3	moaE2
eccA3	Rv0877
eccA3	Rv0893c
eccA3	Rv0909
eccA3	Rv0958
eccA3	Rv0965c
eccA3	accA2
eccA3	grcC2
eccC3	esxG
eccC3	eccD3
eccC3	Rv0293c
eccC3	tam
eccC3	Rv0308
eccC3	Rv0310c
eccC3	Rv0314c
eccC3	cyp135A1
eccC3	Rv0333
eccC3	Rv0340
eccC3	Rv0369c
eccC3	Rv0371c
eccC3	Rv0373c
eccC3	Rv0377
eccC3	Rv0380c
eccC3	Rv0385
eccC3	Rv0398c
eccC3	pta
eccC3	ackA
eccC3	mutT3
eccC3	Rv0420c
eccC3	Rv0421c
eccC3	thiC
eccC3	Rv0434
eccC3	Rv0435c
eccC3	rskA
eccC3	sigK
eccC3	Rv0448c
eccC3	echA2
eccC3	Rv0458
eccC3	Rv0459
eccC3	Rv0460
eccC3	Rv0461
eccC3	Rv0463
eccC3	Rv0472c
eccC3	hbhA
eccC3	Rv0477
eccC3	Rv0479c
eccC3	Rv0480c
eccC3	Rv0484c
eccC3	senX3
eccC3	Rv0497
eccC3	hemC
eccC3	Rv0516c
eccC3	Rv0525
eccC3	Rv0535
eccC3	Rv0541c
eccC3	fadD8
eccC3	mgtA
eccC3	grcC1
eccC3	htpX
eccC3	Rv0566c
eccC3	cyp135B1
eccC3	Rv0575c
eccC3	Rv0576
eccC3	Rv0580c
eccC3	lpqN
eccC3	mce2C
eccC3	mce2D
eccC3	Rv0600c
eccC3	galK
eccC3	echA3
eccC3	nusG
eccC3	Rv0658c
eccC3	rpoB
eccC3	Rv0669c
eccC3	lpqP
eccC3	echA4
eccC3	Rv0686
eccC3	Rv0695
eccC3	Rv0697
eccC3	atsA
eccC3	Rv0712
eccC3	Rv0713
eccC3	Rv0725c
eccC3	Rv0726c
eccC3	fucA
eccC3	Rv0731c
eccC3	Rv0738
eccC3	mmsB
eccC3	Rv0756c
eccC3	Rv0791c
eccC3	Rv0825c
eccC3	kmtR
eccC3	Rv0830
eccC3	moaE2
eccC3	Rv0877
eccC3	Rv0893c
eccC3	Rv0909
eccC3	Rv0958
eccC3	Rv0965c
eccC3	accA2
eccC3	grcC2
esxG	eccD3
esxG	Rv0293c
esxG	tam
esxG	Rv0308
esxG	Rv0310c
esxG	Rv0314c
esxG	cyp135A1
esxG	Rv0333
esxG	Rv0340
esxG	Rv0369c
esxG	Rv0371c
esxG	Rv0373c
esxG	Rv0377
esxG	Rv0380c
esxG	Rv0385
esxG	Rv0398c
esxG	pta
esxG	ackA
esxG	mutT3
esxG	Rv0420c
esxG	Rv0421c
esxG	thiC
esxG	Rv0434
esxG	Rv0435c
esxG	rskA
esxG	sigK
esxG	Rv0448c
esxG	echA2
esxG	Rv0458
esxG	Rv0459
esxG	Rv0460
esxG	Rv0461
esxG	Rv0463
esxG	Rv0472c
esxG	hbhA
esxG	Rv0477
esxG	Rv0479c
esxG	Rv0480c
esxG	Rv0484c
esxG	senX3
esxG	Rv0497
esxG	hemC
esxG	Rv0516c
esxG	Rv0525
esxG	Rv0535
esxG	Rv0541c
esxG	fadD8
esxG	mgtA
esxG	grcC1
esxG	htpX
esxG	Rv0566c
esxG	cyp135B1
esxG	Rv0575c
esxG	Rv0576
esxG	Rv0580c
esxG	lpqN
esxG	mce2C
esxG	mce2D
esxG	Rv0600c
esxG	galK
esxG	echA3
esxG	nusG
esxG	Rv0658c
esxG	rpoB
esxG	Rv0669c
esxG	lpqP
esxG	echA4
esxG	Rv0686
esxG	Rv0695
esxG	Rv0697
esxG	atsA
esxG	Rv0712
esxG	Rv0713
esxG	Rv0725c
esxG	Rv0726c
esxG	fucA
esxG	Rv0731c
esxG	Rv0738
esxG	mmsB
esxG	Rv0756c
esxG	Rv0791c
esxG	Rv0825c
esxG	kmtR
esxG	Rv0830
esxG	moaE2
esxG	Rv0877
esxG	Rv0893c
esxG	Rv0909
esxG	Rv0958
esxG	Rv0965c
esxG	accA2
esxG	grcC2
esxH	dcd
esxH	Rv0328
esxH	hspR
esxH	Rv0370c
esxH	Rv0383c
esxH	ndhA
esxH	mmpS1
esxH	mmpS4
esxH	Rv0481c
esxH	Rv0487
esxH	Rv0496
esxH	mmpS2
esxH	Rv0518
esxH	Rv0526
esxH	Rv0543c
esxH	Rv0559c
esxH	Rv0588
esxH	mce2F
esxH	mkl
esxH	mmpS5
esxH	Rv0680c
esxH	Rv0681
esxH	Rv0691c
esxH	rplC
esxH	rpmC
esxH	rplN
eccD3	Rv0293c
eccD3	tam
eccD3	Rv0308
eccD3	Rv0310c
eccD3	Rv0314c
eccD3	cyp135A1
eccD3	Rv0333
eccD3	Rv0340
eccD3	Rv0369c
eccD3	Rv0371c
eccD3	Rv0373c
eccD3	Rv0377
eccD3	Rv0380c
eccD3	Rv0385
eccD3	Rv0398c
eccD3	pta
eccD3	ackA
eccD3	mutT3
eccD3	Rv0420c
eccD3	Rv0421c
eccD3	thiC
eccD3	Rv0434
eccD3	Rv0435c
eccD3	rskA
eccD3	sigK
eccD3	Rv0448c
eccD3	echA2
eccD3	Rv0458
eccD3	Rv0459
eccD3	Rv0460
eccD3	Rv0461
eccD3	Rv0463
eccD3	Rv0472c
eccD3	hbhA
eccD3	Rv0477
eccD3	Rv0479c
eccD3	Rv0480c
eccD3	Rv0484c
eccD3	senX3
eccD3	Rv0497
eccD3	hemC
eccD3	Rv0516c
eccD3	Rv0525
eccD3	Rv0535
eccD3	Rv0541c
eccD3	fadD8
eccD3	mgtA
eccD3	grcC1
eccD3	htpX
eccD3	Rv0566c
eccD3	cyp135B1
eccD3	Rv0575c
eccD3	Rv0576
eccD3	Rv0580c
eccD3	lpqN
eccD3	mce2C
eccD3	mce2D
eccD3	Rv0600c
eccD3	galK
eccD3	echA3
eccD3	nusG
eccD3	Rv0658c
eccD3	rpoB
eccD3	Rv0669c
eccD3	lpqP
eccD3	echA4
eccD3	Rv0686
eccD3	Rv0695
eccD3	Rv0697
eccD3	atsA
eccD3	Rv0712
eccD3	Rv0713
eccD3	Rv0725c
eccD3	Rv0726c
eccD3	fucA
eccD3	Rv0731c
eccD3	Rv0738
eccD3	mmsB
eccD3	Rv0756c
eccD3	Rv0791c
eccD3	Rv0825c
eccD3	kmtR
eccD3	Rv0830
eccD3	moaE2
eccD3	Rv0877
eccD3	Rv0893c
eccD3	Rv0909
eccD3	Rv0958
eccD3	Rv0965c
eccD3	accA2
eccD3	grcC2
mycP3	Rv0358
mycP3	metZ
mycP3	pks6
mycP3	sodC
mycP3	Rv0449c
mycP3	Rv0647c
mycP3	sppA
mycP3	pdc
mycP3	fprB
mycP3	Rv0891c
mycP3	Rv0894
mycP3	Rv0945
mycP3	pgi
mycP3	Rv0950c
mycP3	sucC
mycP3	Rv0955
mycP3	purH
mycP3	mprB
mycP3	Rv0992c
mycP3	Rv0996
mycP3	Rv1005c
eccE3	aspC
eccE3	lpqJ
eccE3	Rv0428c
eccE3	Rv0443
eccE3	Rv0465c
eccE3	fadB2
eccE3	Rv0494
eccE3	Rv0508
eccE3	cysG
eccE3	Rv0531
eccE3	Rv0547c
eccE3	menB
eccE3	bpoC
eccE3	gpdA1
eccE3	Rv0679c
eccE3	sigL
eccE3	Rv0737
eccE3	mmsA
eccE3	Rv0775
eccE3	Rv0926c
Rv0293c	tam
Rv0293c	Rv0308
Rv0293c	Rv0310c
Rv0293c	Rv0314c
Rv0293c	cyp135A1
Rv0293c	Rv0333
Rv0293c	Rv0340
Rv0293c	Rv0369c
Rv0293c	Rv0371c
Rv0293c	Rv0373c
Rv0293c	Rv0377
Rv0293c	Rv0380c
Rv0293c	Rv0385
Rv0293c	Rv0398c
Rv0293c	pta
Rv0293c	ackA
Rv0293c	mutT3
Rv0293c	Rv0420c
Rv0293c	Rv0421c
Rv0293c	thiC
Rv0293c	Rv0434
Rv0293c	Rv0435c
Rv0293c	rskA
Rv0293c	sigK
Rv0293c	Rv0448c
Rv0293c	echA2
Rv0293c	Rv0458
Rv0293c	Rv0459
Rv0293c	Rv0460
Rv0293c	Rv0461
Rv0293c	Rv0463
Rv0293c	Rv0472c
Rv0293c	hbhA
Rv0293c	Rv0477
Rv0293c	Rv0479c
Rv0293c	Rv0480c
Rv0293c	Rv0484c
Rv0293c	senX3
Rv0293c	Rv0497
Rv0293c	hemC
Rv0293c	Rv0516c
Rv0293c	Rv0525
Rv0293c	Rv0535
Rv0293c	Rv0541c
Rv0293c	fadD8
Rv0293c	mgtA
Rv0293c	grcC1
Rv0293c	htpX
Rv0293c	Rv0566c
Rv0293c	cyp135B1
Rv0293c	Rv0575c
Rv0293c	Rv0576
Rv0293c	Rv0580c
Rv0293c	lpqN
Rv0293c	mce2C
Rv0293c	mce2D
Rv0293c	Rv0600c
Rv0293c	galK
Rv0293c	echA3
Rv0293c	nusG
Rv0293c	Rv0658c
Rv0293c	rpoB
Rv0293c	Rv0669c
Rv0293c	lpqP
Rv0293c	echA4
Rv0293c	Rv0686
Rv0293c	Rv0695
Rv0293c	Rv0697
Rv0293c	atsA
Rv0293c	Rv0712
Rv0293c	Rv0713
Rv0293c	Rv0725c
Rv0293c	Rv0726c
Rv0293c	fucA
Rv0293c	Rv0731c
Rv0293c	Rv0738
Rv0293c	mmsB
Rv0293c	Rv0756c
Rv0293c	Rv0791c
Rv0293c	Rv0825c
Rv0293c	kmtR
Rv0293c	Rv0830
Rv0293c	moaE2
Rv0293c	Rv0877
Rv0293c	Rv0893c
Rv0293c	Rv0909
Rv0293c	Rv0958
Rv0293c	Rv0965c
Rv0293c	accA2
Rv0293c	grcC2
tam	Rv0308
tam	Rv0310c
tam	Rv0314c
tam	cyp135A1
tam	Rv0333
tam	Rv0340
tam	Rv0369c
tam	Rv0371c
tam	Rv0373c
tam	Rv0377
tam	Rv0380c
tam	Rv0385
tam	Rv0398c
tam	pta
tam	ackA
tam	mutT3
tam	Rv0420c
tam	Rv0421c
tam	thiC
tam	Rv0434
tam	Rv0435c
tam	rskA
tam	sigK
tam	Rv0448c
tam	echA2
tam	Rv0458
tam	Rv0459
tam	Rv0460
tam	Rv0461
tam	Rv0463
tam	Rv0472c
tam	hbhA
tam	Rv0477
tam	Rv0479c
tam	Rv0480c
tam	Rv0484c
tam	senX3
tam	Rv0497
tam	hemC
tam	Rv0516c
tam	Rv0525
tam	Rv0535
tam	Rv0541c
tam	fadD8
tam	mgtA
tam	grcC1
tam	htpX
tam	Rv0566c
tam	cyp135B1
tam	Rv0575c
tam	Rv0576
tam	Rv0580c
tam	lpqN
tam	mce2C
tam	mce2D
tam	Rv0600c
tam	galK
tam	echA3
tam	nusG
tam	Rv0658c
tam	rpoB
tam	Rv0669c
tam	lpqP
tam	echA4
tam	Rv0686
tam	Rv0695
tam	Rv0697
tam	atsA
tam	Rv0712
tam	Rv0713
tam	Rv0725c
tam	Rv0726c
tam	fucA
tam	Rv0731c
tam	Rv0738
tam	mmsB
tam	Rv0756c
tam	Rv0791c
tam	Rv0825c
tam	kmtR
tam	Rv0830
tam	moaE2
tam	Rv0877
tam	Rv0893c
tam	Rv0909
tam	Rv0958
tam	Rv0965c
tam	accA2
tam	grcC2
Rv0307c	Rv0315
Rv0307c	Rv0390
Rv0307c	Rv0441c
Rv0307c	Rv0687
Rv0307c	Rv0692
Rv0307c	Rv0859
Rv0308	Rv0310c
Rv0308	Rv0314c
Rv0308	cyp135A1
Rv0308	Rv0333
Rv0308	Rv0340
Rv0308	Rv0369c
Rv0308	Rv0371c
Rv0308	Rv0373c
Rv0308	Rv0377
Rv0308	Rv0380c
Rv0308	Rv0385
Rv0308	Rv0398c
Rv0308	pta
Rv0308	ackA
Rv0308	mutT3
Rv0308	Rv0420c
Rv0308	Rv0421c
Rv0308	thiC
Rv0308	Rv0434
Rv0308	Rv0435c
Rv0308	rskA
Rv0308	sigK
Rv0308	Rv0448c
Rv0308	echA2
Rv0308	Rv0458
Rv0308	Rv0459
Rv0308	Rv0460
Rv0308	Rv0461
Rv0308	Rv0463
Rv0308	Rv0472c
Rv0308	hbhA
Rv0308	Rv0477
Rv0308	Rv0479c
Rv0308	Rv0480c
Rv0308	Rv0484c
Rv0308	senX3
Rv0308	Rv0497
Rv0308	hemC
Rv0308	Rv0516c
Rv0308	Rv0525
Rv0308	Rv0535
Rv0308	Rv0541c
Rv0308	fadD8
Rv0308	mgtA
Rv0308	grcC1
Rv0308	htpX
Rv0308	Rv0566c
Rv0308	cyp135B1
Rv0308	Rv0575c
Rv0308	Rv0576
Rv0308	Rv0580c
Rv0308	lpqN
Rv0308	mce2C
Rv0308	mce2D
Rv0308	Rv0600c
Rv0308	galK
Rv0308	echA3
Rv0308	nusG
Rv0308	Rv0658c
Rv0308	rpoB
Rv0308	Rv0669c
Rv0308	lpqP
Rv0308	echA4
Rv0308	Rv0686
Rv0308	Rv0695
Rv0308	Rv0697
Rv0308	atsA
Rv0308	Rv0712
Rv0308	Rv0713
Rv0308	Rv0725c
Rv0308	Rv0726c
Rv0308	fucA
Rv0308	Rv0731c
Rv0308	Rv0738
Rv0308	mmsB
Rv0308	Rv0756c
Rv0308	Rv0791c
Rv0308	Rv0825c
Rv0308	kmtR
Rv0308	Rv0830
Rv0308	moaE2
Rv0308	Rv0877
Rv0308	Rv0893c
Rv0308	Rv0909
Rv0308	Rv0958
Rv0308	Rv0965c
Rv0308	accA2
Rv0308	grcC2
Rv0309	Rv0313
Rv0309	rmlA
Rv0309	mmpL1
Rv0309	glnH
Rv0309	Rv0412c
Rv0309	Rv0426c
Rv0309	Rv0431
Rv0309	mmpL4
Rv0309	Rv0455c
Rv0309	Rv0464c
Rv0309	Rv0474
Rv0309	Rv0476
Rv0309	Rv0498
Rv0309	mmpL2
Rv0309	hemA
Rv0309	Rv0513
Rv0309	Rv0514
Rv0309	Rv0530
Rv0309	galE2
Rv0309	Rv0556
Rv0309	yrbE2A
Rv0309	mmpL5
Rv0309	rpsQ
Rv0309	rslA
Rv0309	Rv0759c
Rv0309	Rv0767c
Rv0309	Rv0810c
Rv0309	Rv0814c
Rv0309	phoT
Rv0309	phoY2
Rv0309	mog
Rv0309	Rv0870c
Rv0309	Rv0898c
Rv0309	echA6
Rv0309	pstB
Rv0309	csoR
Rv0309	ctpV
Rv0309	moaB2
Rv0310c	Rv0314c
Rv0310c	cyp135A1
Rv0310c	Rv0333
Rv0310c	Rv0340
Rv0310c	Rv0369c
Rv0310c	Rv0371c
Rv0310c	Rv0373c
Rv0310c	Rv0377
Rv0310c	Rv0380c
Rv0310c	Rv0385
Rv0310c	Rv0398c
Rv0310c	pta
Rv0310c	ackA
Rv0310c	mutT3
Rv0310c	Rv0420c
Rv0310c	Rv0421c
Rv0310c	thiC
Rv0310c	Rv0434
Rv0310c	Rv0435c
Rv0310c	rskA
Rv0310c	sigK
Rv0310c	Rv0448c
Rv0310c	echA2
Rv0310c	Rv0458
Rv0310c	Rv0459
Rv0310c	Rv0460
Rv0310c	Rv0461
Rv0310c	Rv0463
Rv0310c	Rv0472c
Rv0310c	hbhA
Rv0310c	Rv0477
Rv0310c	Rv0479c
Rv0310c	Rv0480c
Rv0310c	Rv0484c
Rv0310c	senX3
Rv0310c	Rv0497
Rv0310c	hemC
Rv0310c	Rv0516c
Rv0310c	Rv0525
Rv0310c	Rv0535
Rv0310c	Rv0541c
Rv0310c	fadD8
Rv0310c	mgtA
Rv0310c	grcC1
Rv0310c	htpX
Rv0310c	Rv0566c
Rv0310c	cyp135B1
Rv0310c	Rv0575c
Rv0310c	Rv0576
Rv0310c	Rv0580c
Rv0310c	lpqN
Rv0310c	mce2C
Rv0310c	mce2D
Rv0310c	Rv0600c
Rv0310c	galK
Rv0310c	echA3
Rv0310c	nusG
Rv0310c	Rv0658c
Rv0310c	rpoB
Rv0310c	Rv0669c
Rv0310c	lpqP
Rv0310c	echA4
Rv0310c	Rv0686
Rv0310c	Rv0695
Rv0310c	Rv0697
Rv0310c	atsA
Rv0310c	Rv0712
Rv0310c	Rv0713
Rv0310c	Rv0725c
Rv0310c	Rv0726c
Rv0310c	fucA
Rv0310c	Rv0731c
Rv0310c	Rv0738
Rv0310c	mmsB
Rv0310c	Rv0756c
Rv0310c	Rv0791c
Rv0310c	Rv0825c
Rv0310c	kmtR
Rv0310c	Rv0830
Rv0310c	moaE2
Rv0310c	Rv0877
Rv0310c	Rv0893c
Rv0310c	Rv0909
Rv0310c	Rv0958
Rv0310c	Rv0965c
Rv0310c	accA2
Rv0310c	grcC2
Rv0311	Rv0330c
Rv0311	Rv0356c
Rv0311	Rv0366c
Rv0311	Rv0424c
Rv0311	lpdC
Rv0311	Rv0466
Rv0311	Rv0495c
Rv0311	Rv0517
Rv0311	Rv0546c
Rv0311	menD
Rv0311	Rv0565c
Rv0311	lprL
Rv0311	Rv0633c
Rv0311	Rv0762c
Rv0311	Rv0763c
Rv0311	Rv0765c
Rv0311	Rv0769
Rv0311	Rv0771
Rv0311	Rv0776c
Rv0311	purB
Rv0311	cyp126
Rv0311	Rv0779c
Rv0311	purC
Rv0311	emrB
Rv0311	Rv0785
Rv0311	Rv0786c
Rv0311	cfp29
Rv0311	Rv0801
Rv0311	purF
Rv0311	purM
Rv0311	Rv0813c
Rv0311	Rv0818
Rv0311	lpqS
Rv0311	Rv0849
Rv0311	moaD2
Rv0311	moaA2
Rv0311	Rv0879c
Rv0311	Rv0880
Rv0311	Rv0885
Rv0311	Rv0887c
Rv0311	citA
Rv0311	Rv0895
Rv0311	gltA2
Rv0311	accD3
Rv0311	Rv0910
Rv0311	pstC2
Rv0311	pstA1
Rv0311	mku
Rv0311	Rv0940c
Rv0311	Rv0954
Rv0311	rimJ
Rv0313	rmlA
Rv0313	mmpL1
Rv0313	glnH
Rv0313	Rv0412c
Rv0313	Rv0426c
Rv0313	Rv0431
Rv0313	mmpL4
Rv0313	Rv0455c
Rv0313	Rv0464c
Rv0313	Rv0474
Rv0313	Rv0476
Rv0313	Rv0498
Rv0313	mmpL2
Rv0313	hemA
Rv0313	Rv0513
Rv0313	Rv0514
Rv0313	Rv0530
Rv0313	galE2
Rv0313	Rv0556
Rv0313	yrbE2A
Rv0313	mmpL5
Rv0313	rpsQ
Rv0313	rslA
Rv0313	Rv0759c
Rv0313	Rv0767c
Rv0313	Rv0810c
Rv0313	Rv0814c
Rv0313	phoT
Rv0313	phoY2
Rv0313	mog
Rv0313	Rv0870c
Rv0313	Rv0898c
Rv0313	echA6
Rv0313	pstB
Rv0313	csoR
Rv0313	ctpV
Rv0313	moaB2
Rv0314c	cyp135A1
Rv0314c	Rv0333
Rv0314c	Rv0340
Rv0314c	Rv0369c
Rv0314c	Rv0371c
Rv0314c	Rv0373c
Rv0314c	Rv0377
Rv0314c	Rv0380c
Rv0314c	Rv0385
Rv0314c	Rv0398c
Rv0314c	pta
Rv0314c	ackA
Rv0314c	mutT3
Rv0314c	Rv0420c
Rv0314c	Rv0421c
Rv0314c	thiC
Rv0314c	Rv0434
Rv0314c	Rv0435c
Rv0314c	rskA
Rv0314c	sigK
Rv0314c	Rv0448c
Rv0314c	echA2
Rv0314c	Rv0458
Rv0314c	Rv0459
Rv0314c	Rv0460
Rv0314c	Rv0461
Rv0314c	Rv0463
Rv0314c	Rv0472c
Rv0314c	hbhA
Rv0314c	Rv0477
Rv0314c	Rv0479c
Rv0314c	Rv0480c
Rv0314c	Rv0484c
Rv0314c	senX3
Rv0314c	Rv0497
Rv0314c	hemC
Rv0314c	Rv0516c
Rv0314c	Rv0525
Rv0314c	Rv0535
Rv0314c	Rv0541c
Rv0314c	fadD8
Rv0314c	mgtA
Rv0314c	grcC1
Rv0314c	htpX
Rv0314c	Rv0566c
Rv0314c	cyp135B1
Rv0314c	Rv0575c
Rv0314c	Rv0576
Rv0314c	Rv0580c
Rv0314c	lpqN
Rv0314c	mce2C
Rv0314c	mce2D
Rv0314c	Rv0600c
Rv0314c	galK
Rv0314c	echA3
Rv0314c	nusG
Rv0314c	Rv0658c
Rv0314c	rpoB
Rv0314c	Rv0669c
Rv0314c	lpqP
Rv0314c	echA4
Rv0314c	Rv0686
Rv0314c	Rv0695
Rv0314c	Rv0697
Rv0314c	atsA
Rv0314c	Rv0712
Rv0314c	Rv0713
Rv0314c	Rv0725c
Rv0314c	Rv0726c
Rv0314c	fucA
Rv0314c	Rv0731c
Rv0314c	Rv0738
Rv0314c	mmsB
Rv0314c	Rv0756c
Rv0314c	Rv0791c
Rv0314c	Rv0825c
Rv0314c	kmtR
Rv0314c	Rv0830
Rv0314c	moaE2
Rv0314c	Rv0877
Rv0314c	Rv0893c
Rv0314c	Rv0909
Rv0314c	Rv0958
Rv0314c	Rv0965c
Rv0314c	accA2
Rv0314c	grcC2
Rv0315	Rv0390
Rv0315	Rv0441c
Rv0315	Rv0687
Rv0315	Rv0692
Rv0315	Rv0859
dcd	Rv0328
dcd	hspR
dcd	Rv0370c
dcd	Rv0383c
dcd	ndhA
dcd	mmpS1
dcd	mmpS4
dcd	Rv0481c
dcd	Rv0487
dcd	Rv0496
dcd	mmpS2
dcd	Rv0518
dcd	Rv0526
dcd	Rv0543c
dcd	Rv0559c
dcd	Rv0588
dcd	mce2F
dcd	mkl
dcd	mmpS5
dcd	Rv0680c
dcd	Rv0681
dcd	Rv0691c
dcd	rplC
dcd	rpmC
dcd	rplN
cyp135A1	Rv0333
cyp135A1	Rv0340
cyp135A1	Rv0369c
cyp135A1	Rv0371c
cyp135A1	Rv0373c
cyp135A1	Rv0377
cyp135A1	Rv0380c
cyp135A1	Rv0385
cyp135A1	Rv0398c
cyp135A1	pta
cyp135A1	ackA
cyp135A1	mutT3
cyp135A1	Rv0420c
cyp135A1	Rv0421c
cyp135A1	thiC
cyp135A1	Rv0434
cyp135A1	Rv0435c
cyp135A1	rskA
cyp135A1	sigK
cyp135A1	Rv0448c
cyp135A1	echA2
cyp135A1	Rv0458
cyp135A1	Rv0459
cyp135A1	Rv0460
cyp135A1	Rv0461
cyp135A1	Rv0463
cyp135A1	Rv0472c
cyp135A1	hbhA
cyp135A1	Rv0477
cyp135A1	Rv0479c
cyp135A1	Rv0480c
cyp135A1	Rv0484c
cyp135A1	senX3
cyp135A1	Rv0497
cyp135A1	hemC
cyp135A1	Rv0516c
cyp135A1	Rv0525
cyp135A1	Rv0535
cyp135A1	Rv0541c
cyp135A1	fadD8
cyp135A1	mgtA
cyp135A1	grcC1
cyp135A1	htpX
cyp135A1	Rv0566c
cyp135A1	cyp135B1
cyp135A1	Rv0575c
cyp135A1	Rv0576
cyp135A1	Rv0580c
cyp135A1	lpqN
cyp135A1	mce2C
cyp135A1	mce2D
cyp135A1	Rv0600c
cyp135A1	galK
cyp135A1	echA3
cyp135A1	nusG
cyp135A1	Rv0658c
cyp135A1	rpoB
cyp135A1	Rv0669c
cyp135A1	lpqP
cyp135A1	echA4
cyp135A1	Rv0686
cyp135A1	Rv0695
cyp135A1	Rv0697
cyp135A1	atsA
cyp135A1	Rv0712
cyp135A1	Rv0713
cyp135A1	Rv0725c
cyp135A1	Rv0726c
cyp135A1	fucA
cyp135A1	Rv0731c
cyp135A1	Rv0738
cyp135A1	mmsB
cyp135A1	Rv0756c
cyp135A1	Rv0791c
cyp135A1	Rv0825c
cyp135A1	kmtR
cyp135A1	Rv0830
cyp135A1	moaE2
cyp135A1	Rv0877
cyp135A1	Rv0893c
cyp135A1	Rv0909
cyp135A1	Rv0958
cyp135A1	Rv0965c
cyp135A1	accA2
cyp135A1	grcC2
Rv0328	hspR
Rv0328	Rv0370c
Rv0328	Rv0383c
Rv0328	ndhA
Rv0328	mmpS1
Rv0328	mmpS4
Rv0328	Rv0481c
Rv0328	Rv0487
Rv0328	Rv0496
Rv0328	mmpS2
Rv0328	Rv0518
Rv0328	Rv0526
Rv0328	Rv0543c
Rv0328	Rv0559c
Rv0328	Rv0588
Rv0328	mce2F
Rv0328	mkl
Rv0328	mmpS5
Rv0328	Rv0680c
Rv0328	Rv0681
Rv0328	Rv0691c
Rv0328	rplC
Rv0328	rpmC
Rv0328	rplN
Rv0330c	Rv0356c
Rv0330c	Rv0366c
Rv0330c	Rv0424c
Rv0330c	lpdC
Rv0330c	Rv0466
Rv0330c	Rv0495c
Rv0330c	Rv0517
Rv0330c	Rv0546c
Rv0330c	menD
Rv0330c	Rv0565c
Rv0330c	lprL
Rv0330c	Rv0633c
Rv0330c	Rv0762c
Rv0330c	Rv0763c
Rv0330c	Rv0765c
Rv0330c	Rv0769
Rv0330c	Rv0771
Rv0330c	Rv0776c
Rv0330c	purB
Rv0330c	cyp126
Rv0330c	Rv0779c
Rv0330c	purC
Rv0330c	emrB
Rv0330c	Rv0785
Rv0330c	Rv0786c
Rv0330c	cfp29
Rv0330c	Rv0801
Rv0330c	purF
Rv0330c	purM
Rv0330c	Rv0813c
Rv0330c	Rv0818
Rv0330c	lpqS
Rv0330c	Rv0849
Rv0330c	moaD2
Rv0330c	moaA2
Rv0330c	Rv0879c
Rv0330c	Rv0880
Rv0330c	Rv0885
Rv0330c	Rv0887c
Rv0330c	citA
Rv0330c	Rv0895
Rv0330c	gltA2
Rv0330c	accD3
Rv0330c	Rv0910
Rv0330c	pstC2
Rv0330c	pstA1
Rv0330c	mku
Rv0330c	Rv0940c
Rv0330c	Rv0954
Rv0330c	rimJ
Rv0332	dnaK
Rv0332	grpE
Rv0332	Rv0367c
Rv0332	Rv0372c
Rv0332	Rv0374c
Rv0332	purT
Rv0332	Rv0433
Rv0332	deoC
Rv0332	murB
Rv0332	galE1
Rv0332	Rv0502
Rv0332	hemL
Rv0332	ccsA
Rv0332	Rv0569
Rv0332	mce2R
Rv0332	vapB30
Rv0332	Rv0689c
Rv0332	Rv0792c
Rv0332	Rv0852
Rv0332	prrB
Rv0332	pepD
Rv0333	Rv0340
Rv0333	Rv0369c
Rv0333	Rv0371c
Rv0333	Rv0373c
Rv0333	Rv0377
Rv0333	Rv0380c
Rv0333	Rv0385
Rv0333	Rv0398c
Rv0333	pta
Rv0333	ackA
Rv0333	mutT3
Rv0333	Rv0420c
Rv0333	Rv0421c
Rv0333	thiC
Rv0333	Rv0434
Rv0333	Rv0435c
Rv0333	rskA
Rv0333	sigK
Rv0333	Rv0448c
Rv0333	echA2
Rv0333	Rv0458
Rv0333	Rv0459
Rv0333	Rv0460
Rv0333	Rv0461
Rv0333	Rv0463
Rv0333	Rv0472c
Rv0333	hbhA
Rv0333	Rv0477
Rv0333	Rv0479c
